Stakeholder Id;Request Id;Request Date;Debut;Fin;Spectrum Service;Usage Type;Venue;Duplex;Channel Bandwidth (kHz);Attributed Frequency (Tx);Intervalle de pr�f�rence;Attributed Frequency (Rx);Status;Saisie;R�ponse ANFR
STI;STI-605;12/06/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;512.9;Non;;approved;auto;
STI;STI-606;12/06/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;513.1;Non;;approved;auto;
STI;STI-607;12/06/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;513.3;Non;;approved;auto;
STI;STI-608;12/06/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;513.5;Non;;approved;auto;
STI;STI-609;12/06/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;513.7;Non;;approved;auto;
STI;STI-610;12/06/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;513.9;Non;;approved;auto;
STI;STI-611;12/06/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;514.1;Non;;approved;auto;
STI;STI-612;12/06/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;514.3;Non;;approved;auto;
STI;STI-613;12/06/2023;30/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;514.5;Oui;;approved;auto;
STI;STI-614;12/06/2023;05/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;514.7;Non;;approved;auto;
STI;STI-615;12/06/2023;05/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;514.9;Non;;approved;auto;
STI;STI-616;12/06/2023;05/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;515.1;Non;;approved;auto;
STI;STI-617;12/06/2023;05/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;515.3;Non;;approved;auto;
STI;STI-618;12/06/2023;05/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;515.5;Non;;approved;auto;
STI;STI-619;12/06/2023;05/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;515.7;Non;;approved;auto;
STI;STI-620;12/06/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;515.9;Non;;approved;auto;
STI;STI-621;12/06/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;516.1;Non;;approved;auto;
STI;STI-622;12/06/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;516.3;Non;;approved;auto;
STI;STI-623;12/06/2023;30/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;516.5;Oui;;approved;auto;
TDN;TDN-577;28/07/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PN2 - PARIS NORD 2;Oui;12.5;155.2625;Non;150.6625;approved;auto;
TDN;TDN-578;28/07/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PN2 - PARIS NORD 2;Oui;6.25;155.3625;Non;150.7625;approved;auto;
TDN;TDN-579;28/07/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PN2 - PARIS NORD 2;Non;12.5;76.575;Oui;;approved;auto;
TDN;TDN-580;28/07/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PN2 - PARIS NORD 2;Non;6.25;76.825;Oui;;approved;auto;
TDN;TDN-581;28/07/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PN2 - PARIS NORD 2;Non;6.25;76.925;Oui;;approved;auto;
TDN;TDN-582;28/07/2023;01/09/2024;08/09/2024;Telemetry_Telecommand;Ground to Ground;PN2 - PARIS NORD 2;Non;12.5;403.6625;Oui;;approved;auto;
TDN;TDN-583;28/07/2023;01/09/2024;08/09/2024;Telemetry_Telecommand;Ground to Ground;PN2 - PARIS NORD 2;Non;12.5;403.675;Oui;;approved;auto;
TDN;TDN-584;28/07/2023;01/09/2024;08/09/2024;Telemetry_Telecommand;Ground to Ground;PN2 - PARIS NORD 2;Non;12.5;403.6875;Oui;;approved;auto;
TDN;TDN-585;28/07/2023;01/09/2024;08/09/2024;Telemetry_Telecommand;Ground to Ground;PN2 - PARIS NORD 2;Non;12.5;403.7;Oui;;approved;auto;
TDN;TDN-586;28/07/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;476.7;Non;;approved;auto;
TDN;TDN-587;28/07/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;476.9;Non;;approved;auto;
TDN;TDN-588;28/07/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;477.1;Non;;approved;auto;
TDN;TDN-589;28/07/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;477.3;Non;;approved;auto;
TDN;TDN-590;28/07/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;477.5;Oui;;approved;auto;
TDN;TDN-591;28/07/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;477.7;Oui;;approved;auto;
TDN;TDN-592;28/07/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;477.9;Oui;;approved;auto;
TDN;TDN-593;28/07/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;486.1;Oui;;approved;auto;
TDN;TDN-594;28/07/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;486.3;Oui;;approved;auto;
TDN;TDN-595;28/07/2023;30/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;486.5;Non;;approved;auto;
TDN;TDN-596;28/07/2023;30/08/2024;08/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Ground;PN2 - PARIS NORD 2;Non;4000;1338;Oui;;approved;auto;
TDN;TDN-597;28/07/2023;30/08/2024;08/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Ground;PN2 - PARIS NORD 2;Non;4000;1342;Oui;;approved;auto;
TDN;TDN-598;28/07/2023;30/08/2024;05/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Air;PN2 - PARIS NORD 2;Non;4000;5888;Non;;approved;auto;
TDN;TDN-599;28/07/2023;30/08/2024;05/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Air;PN2 - PARIS NORD 2;Non;4000;5892;Non;;approved;auto;
TDN;TDN-600;28/07/2023;30/08/2024;05/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Air;PN2 - PARIS NORD 2;Non;4000;5896;Non;;approved;auto;
TDN;TDN-601;28/07/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PN2 - PARIS NORD 2;Oui;12.5;155.4625;Non;150.8625;approved;auto;
TDN;TDN-602;28/07/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PN2 - PARIS NORD 2;Oui;6.25;155.5625;Non;150.9625;approved;auto;
TDN;TDN-603;28/07/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PN2 - PARIS NORD 2;Non;12.5;77.025;Non;;approved;auto;
TDN;TDN-604;28/07/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PN2 - PARIS NORD 2;Non;6.25;77.125;Non;;approved;auto;
TDN;TDN-605;28/07/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PN2 - PARIS NORD 2;Non;6.25;77.225;Non;;approved;auto;
TDN;TDN-606;28/07/2023;01/09/2024;08/09/2024;Telemetry_Telecommand;Ground to Ground;PN2 - PARIS NORD 2;Non;12.5;403.7125;Oui;;approved;auto;
TDN;TDN-607;28/07/2023;01/09/2024;08/09/2024;Telemetry_Telecommand;Ground to Ground;PN2 - PARIS NORD 2;Non;12.5;403.725;Oui;;approved;auto;
TDN;TDN-608;28/07/2023;01/09/2024;08/09/2024;Telemetry_Telecommand;Ground to Ground;PN2 - PARIS NORD 2;Non;12.5;403.7375;Oui;;approved;auto;
TDN;TDN-609;28/07/2023;05/09/2024;08/09/2024;Telemetry_Telecommand;Ground to Ground;PN2 - PARIS NORD 2;Non;12.5;403.75;Non;;approved;auto;
TDN;TDN-610;28/07/2023;05/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;486.7;Non;;approved;auto;
TDN;TDN-611;28/07/2023;05/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;486.9;Non;;approved;auto;
TDN;TDN-612;28/07/2023;05/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;487.1;Non;;approved;auto;
TDN;TDN-613;28/07/2023;05/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;487.3;Non;;approved;auto;
TDN;TDN-614;28/07/2023;05/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;487.5;Non;;approved;auto;
TDN;TDN-615;28/07/2023;05/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;487.7;Non;;approved;auto;
TDN;TDN-616;28/07/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;487.9;Oui;;approved;auto;
TDN;TDN-617;28/07/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;488.1;Oui;;approved;auto;
TDN;TDN-618;28/07/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;488.3;Oui;;approved;auto;
TDN;TDN-619;28/07/2023;30/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;488.5;Oui;;approved;auto;
TDN;TDN-620;28/07/2023;05/09/2024;08/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Ground;PN2 - PARIS NORD 2;Non;4000;1346;Oui;;approved;auto;
TDN;TDN-621;28/07/2023;05/09/2024;08/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Ground;PN2 - PARIS NORD 2;Non;4000;1429;Oui;;approved;auto;
TDN;TDN-622;28/07/2023;05/09/2024;05/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Air;PN2 - PARIS NORD 2;Non;4000;5900;Non;;approved;auto;
TDN;TDN-623;28/07/2023;05/09/2024;05/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Air;PN2 - PARIS NORD 2;Non;4000;5904;Non;;approved;auto;
TDN;TDN-624;28/07/2023;05/09/2024;05/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Air;PN2 - PARIS NORD 2;Non;4000;5908;Non;;approved;auto;
XZT;XZT-577;31/07/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PN2 - PARIS NORD 2;Oui;12.5;155.85;Non;151.25;approved;auto;
XZT;XZT-578;31/07/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PN2 - PARIS NORD 2;Oui;6.25;162.35;Non;157.75;approved;auto;
XZT;XZT-579;31/07/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PN2 - PARIS NORD 2;Non;12.5;77.4625;Non;;approved;auto;
XZT;XZT-580;31/07/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PN2 - PARIS NORD 2;Non;6.25;80.075;Non;;approved;auto;
XZT;XZT-581;31/07/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PN2 - PARIS NORD 2;Non;6.25;80.175;Non;;approved;auto;
XZT;XZT-582;31/07/2023;01/09/2024;08/09/2024;Telemetry_Telecommand;Ground to Ground;PN2 - PARIS NORD 2;Non;12.5;403.7625;Oui;;approved;auto;
XZT;XZT-583;31/07/2023;01/09/2024;08/09/2024;Telemetry_Telecommand;Ground to Ground;PN2 - PARIS NORD 2;Non;12.5;403.775;Oui;;approved;auto;
XZT;XZT-584;31/07/2023;01/09/2024;08/09/2024;Telemetry_Telecommand;Ground to Ground;PN2 - PARIS NORD 2;Non;12.5;403.7875;Non;;approved;auto;
XZT;XZT-585;31/07/2023;01/09/2024;08/09/2024;Telemetry_Telecommand;Ground to Ground;PN2 - PARIS NORD 2;Non;12.5;403.8;Non;;approved;auto;
XZT;XZT-586;31/07/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;488.7;Oui;;approved;auto;
XZT;XZT-587;31/07/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;488.9;Oui;;approved;auto;
XZT;XZT-588;31/07/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;489.1;Oui;;approved;auto;
XZT;XZT-589;31/07/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;489.3;Oui;;approved;auto;
XZT;XZT-590;31/07/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;489.5;Oui;;approved;auto;
XZT;XZT-591;31/07/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;489.7;Oui;;approved;auto;
XZT;XZT-592;31/07/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;489.9;Oui;;approved;auto;
XZT;XZT-593;31/07/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;490.1;Oui;;approved;auto;
XZT;XZT-594;31/07/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;490.3;Oui;;approved;auto;
XZT;XZT-595;31/07/2023;30/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;490.5;Oui;;approved;auto;
XZT;XZT-596;31/07/2023;30/08/2024;08/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Ground;PN2 - PARIS NORD 2;Non;4000;1433;Oui;;approved;auto;
XZT;XZT-597;31/07/2023;30/08/2024;08/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Ground;PN2 - PARIS NORD 2;Non;4000;1437;Oui;;approved;auto;
XZT;XZT-598;31/07/2023;30/08/2024;05/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Air;PN2 - PARIS NORD 2;Non;4000;5912;Non;;approved;auto;
XZT;XZT-599;31/07/2023;30/08/2024;05/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Air;PN2 - PARIS NORD 2;Non;4000;5916;Non;;approved;auto;
XZT;XZT-600;31/07/2023;30/08/2024;05/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Air;PN2 - PARIS NORD 2;Non;4000;5920;Non;;approved;auto;
XZT;XZT-601;31/07/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PN2 - PARIS NORD 2;Oui;12.5;162.45;Non;157.85;approved;auto;
XZT;XZT-602;31/07/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PN2 - PARIS NORD 2;Oui;6.25;162.5625;Non;157.9625;approved;auto;
XZT;XZT-603;31/07/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PN2 - PARIS NORD 2;Non;12.5;80.275;Non;;approved;auto;
XZT;XZT-604;31/07/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PN2 - PARIS NORD 2;Non;6.25;144.05;Non;;approved;auto;
XZT;XZT-605;31/07/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PN2 - PARIS NORD 2;Non;6.25;144.15;Non;;approved;auto;
XZT;XZT-606;31/07/2023;01/09/2024;08/09/2024;Telemetry_Telecommand;Ground to Ground;PN2 - PARIS NORD 2;Non;12.5;403.8125;Non;;approved;auto;
XZT;XZT-607;31/07/2023;01/09/2024;08/09/2024;Telemetry_Telecommand;Ground to Ground;PN2 - PARIS NORD 2;Non;12.5;403.825;Non;;approved;auto;
XZT;XZT-608;31/07/2023;01/09/2024;08/09/2024;Telemetry_Telecommand;Ground to Ground;PN2 - PARIS NORD 2;Non;12.5;403.8375;Non;;approved;auto;
XZT;XZT-609;31/07/2023;05/09/2024;08/09/2024;Telemetry_Telecommand;Ground to Ground;PN2 - PARIS NORD 2;Non;12.5;403.85;Non;;approved;auto;
XZT;XZT-610;31/07/2023;05/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;490.7;Non;;approved;auto;
XZT;XZT-611;31/07/2023;05/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;490.9;Non;;approved;auto;
XZT;XZT-612;31/07/2023;05/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;491.1;Non;;approved;auto;
XZT;XZT-613;31/07/2023;05/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;491.3;Oui;;approved;auto;
XZT;XZT-614;31/07/2023;05/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;491.5;Oui;;approved;auto;
XZT;XZT-615;31/07/2023;05/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;491.7;Oui;;approved;auto;
XZT;XZT-616;31/07/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;491.9;Oui;;approved;auto;
XZT;XZT-617;31/07/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;492.1;Oui;;approved;auto;
XZT;XZT-618;31/07/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;492.3;Non;;approved;auto;
XZT;XZT-619;31/07/2023;30/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PN2 - PARIS NORD 2;Non;200;492.5;Oui;;approved;auto;
XZT;XZT-620;31/07/2023;05/09/2024;08/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Ground;PN2 - PARIS NORD 2;Non;4000;1441;Oui;;approved;auto;
XZT;XZT-621;31/07/2023;05/09/2024;08/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Ground;PN2 - PARIS NORD 2;Non;4000;1445;Oui;;approved;auto;
XZT;XZT-622;31/07/2023;05/09/2024;07/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Air;PN2 - PARIS NORD 2;Non;4000;5924;Non;;approved;auto;
XZT;XZT-623;31/07/2023;05/09/2024;07/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Air;PN2 - PARIS NORD 2;Non;4000;5928;Non;;approved;auto;
XZT;XZT-624;31/07/2023;05/09/2024;07/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Air;PN2 - PARIS NORD 2;Non;4000;5932;Non;;approved;auto;
AZI;AZI-545;12/06/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PS6 - PARIS SUD 6;Oui;12.5;73.15;Non;69.1;approved;auto;
AZI;AZI-546;12/06/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PS6 - PARIS SUD 6;Oui;6.25;73.25;Non;69.2;approved;auto;
AZI;AZI-547;12/06/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PS6 - PARIS SUD 6;Non;12.5;70.3125;Non;;approved;auto;
AZI;AZI-548;12/06/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PS6 - PARIS SUD 6;Non;6.25;70.4125;Non;;approved;auto;
AZI;AZI-549;12/06/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PS6 - PARIS SUD 6;Non;6.25;71.025;Non;;approved;auto;
AZI;AZI-550;12/06/2023;01/09/2024;08/09/2024;Telemetry_Telecommand;Ground to Ground;PS6 - PARIS SUD 6;Non;12.5;403.8625;Non;;approved;auto;
AZI;AZI-551;12/06/2023;01/09/2024;08/09/2024;Telemetry_Telecommand;Ground to Ground;PS6 - PARIS SUD 6;Non;12.5;403.875;Non;;approved;auto;
AZI;AZI-552;12/06/2023;01/09/2024;08/09/2024;Telemetry_Telecommand;Ground to Ground;PS6 - PARIS SUD 6;Non;12.5;403.8875;Non;;approved;auto;
AZI;AZI-553;12/06/2023;01/09/2024;08/09/2024;Telemetry_Telecommand;Ground to Ground;PS6 - PARIS SUD 6;Non;12.5;403.9;Non;;approved;auto;
AZI;AZI-554;12/06/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PS6 - PARIS SUD 6;Non;200;516.7;Oui;;approved;auto;
AZI;AZI-555;12/06/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PS6 - PARIS SUD 6;Non;200;516.9;Oui;;approved;auto;
AZI;AZI-556;12/06/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PS6 - PARIS SUD 6;Non;200;517.1;Oui;;approved;auto;
AZI;AZI-557;12/06/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PS6 - PARIS SUD 6;Non;200;517.3;Oui;;approved;auto;
AZI;AZI-558;12/06/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PS6 - PARIS SUD 6;Non;200;517.5;Oui;;approved;auto;
AZI;AZI-559;12/06/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PS6 - PARIS SUD 6;Non;200;517.7;Oui;;approved;auto;
AZI;AZI-560;12/06/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PS6 - PARIS SUD 6;Non;200;517.9;Oui;;approved;auto;
AZI;AZI-561;12/06/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PS6 - PARIS SUD 6;Non;200;534.1;Oui;;approved;auto;
AZI;AZI-562;12/06/2023;01/09/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PS6 - PARIS SUD 6;Non;200;534.3;Oui;;approved;auto;
AZI;AZI-563;12/06/2023;30/08/2024;08/09/2024;Wireless_Microphones_and_In_Ear_Monitor;Ground to Ground;PS6 - PARIS SUD 6;Non;200;534.5;Non;;approved;auto;
AZI;AZI-564;12/06/2023;30/08/2024;08/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Ground;PS6 - PARIS SUD 6;Non;4000;1449;Non;;approved;manual;
AZI;AZI-565;12/06/2023;30/08/2024;08/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Ground;PS6 - PARIS SUD 6;Non;4000;1453;Non;;approved;manual;
AZI;AZI-566;12/06/2023;30/08/2024;05/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Air;PS6 - PARIS SUD 6;Non;4000;5936;Non;;approved;auto;
AZI;AZI-567;12/06/2023;30/08/2024;05/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Air;PS6 - PARIS SUD 6;Non;4000;5940;Non;;approved;auto;
AZI;AZI-568;12/06/2023;30/08/2024;05/09/2024;Wireless_Camera_and_Mobile_Airborne_Video_Links;Ground to Air;PS6 - PARIS SUD 6;Non;4000;5944;Non;;approved;auto;
AZI;AZI-569;12/06/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PS6 - PARIS SUD 6;Oui;12.5;80.3375;Non;76.2875;approved;auto;
AZI;AZI-570;12/06/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PS6 - PARIS SUD 6;Oui;6.25;153.475;Non;148.875;approved;auto;
AZI;AZI-571;12/06/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PS6 - PARIS SUD 6;Non;12.5;71.1875;Non;;approved;auto;
AZI;AZI-572;12/06/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PS6 - PARIS SUD 6;Non;6.25;71.2125;Non;;approved;auto;
AZI;AZI-573;12/06/2023;01/09/2024;08/09/2024;Private_Mobile_Radio;Ground to Ground;PS6 - PARIS SUD 6;Non;6.25;71.2375;Non;;approved;auto;
AZI;AZI-574;12/06/2023;01/09/2024;08/09/2024;Telemetry_Telecommand;Ground to Ground;PS6 - PARIS SUD 6;Non;12.5;403.9125;Non;;approved;auto;
AZI;AZI-575;12/06/2023;01/09/2024;08/09/2024;Telemetry_Telecommand;Ground to Ground;PS6 - PARIS SUD 6;Non;12.5;403.925;Oui;;approved;auto;
